location,statefp,countyfp,countyns,affgeoid,geoid,name,lsad,aland,awater,fips,tempchg,tempchg_c,popestimate2018,popdensity_land
,37,17,1026336,0500000US37017,37017,Bladen,6,2265887723.0,33010866.0,37017,1.2731682539682381,0.70731569664902116,33190,0.000014647680758010798
