"Country","Year","Total_GHG_Emissions_Excluding_Land_Use_Change_and_Forestry__MtCO2e_","Total_GHG_Emissions_Including_Land_Use_Change_and_Forestry__MtCO2e_","Total_CO__Excluding_Land_Use_Change_and_Forestry__MtCO2_","Total_CH4__MtCO2e_","Total_N2O__MtCO2e_","Total_F_Gas__MtCO2e_","Energy__MtCO2e_","Industrial_Processes__MtCO2e_","Agriculture__MtCO2e_","Waste__MtCO2e_","LUCF__MtCO2_","Bunker_Fuels__MtCO2_","Electricity_Heat__MtCO2_","Manufacturing_Construction__MtCO2_","Transportation__MtCO2_","Other_Fuel_Combustion__MtCO2e_","Fugitive_Emissions__MtCO2e_","Population__People_","GDP_PPP__Million_Intl___2005__","GDP_USD__Million_US___2005__","Energy_Use__Thous__tonnes_oil_eq___ktoe__"
"Afghanistan",1990,14.9945,14.9945,2.9907,9.391256477,2.610380976,0.002180228,NA,0.057140228,7.048703926,4.038953624,0,NA,NA,NA,NA,NA,1.255569903,11731193,NA,NA,NA
"Afghanistan",1991,14.8345,14.8345,2.7412,9.495961539,2.593733037,0.00361306,NA,0.05857306,7.122341153,4.220035859,0,NA,NA,NA,NA,NA,1.022647563,12612043,NA,NA,NA
"Afghanistan",1992,13.608,13.608,1.4252,9.600666602,2.577085098,0.005045892,NA,0.063669892,7.195978381,4.401118095,0,NA,NA,NA,NA,NA,0.602585224,13811876,NA,NA,NA
"Afghanistan",1994,13.6588,13.6588,1.2971,9.810076726,2.54378922,0.007911556,NA,0.066535556,7.343252836,4.763282565,0,NA,NA,NA,NA,NA,0.247330546,16485018,NA,NA,NA
"Afghanistan",1997,14.5642,14.5642,1.0882,10.69537467,2.755355068,0.025258022,NA,0.083882022,8.110962645,5.252465722,0,NA,NA,NA,NA,NA,0.087301371,19021226,NA,NA,NA
"Afghanistan",1998,15.0216,15.0216,1.0332,11.08567111,2.869461962,0.033214839,NA,0.091838839,8.457998937,5.406516182,0,NA,NA,NA,NA,NA,0.090617953,19496836,NA,NA,NA
"Afghanistan",1999,15.3068,15.3068,0.8061,11.47596755,2.983568855,0.041171657,NA,0.099795657,8.805035228,5.560566643,0,NA,NA,NA,NA,NA,0.093934536,19987071,NA,NA,NA
"Afghanistan",2000,15.7715,15.7715,0.7584,11.86626399,3.097675749,0.049128474,NA,0.074776474,9.152071519,5.714617104,0,NA,NA,NA,NA,NA,0.097251118,20595360,21000,NA,NA
"Afghanistan",2001,15.9133,15.9133,0.6229,12.09610205,3.129922544,0.064441495,NA,0.090089495,9.249627014,5.895407054,0,NA,NA,NA,NA,NA,0.080990525,21347782,21000,NA,NA
"Afghanistan",2002,15.9269,15.9269,0.3591,12.32594011,3.162169339,0.079754515,NA,0.109066515,9.347182509,6.076197004,0,NA,NA,NA,NA,NA,0.064729932,22202806,23378.62801,5150.441046,NA
"Afghanistan",2003,16.4278,16.4278,0.5826,12.55577816,3.194416135,0.095067536,NA,0.131707536,9.444738004,6.256986954,0,NA,NA,NA,NA,NA,0.048469339,23116142,25352.75751,5585.352695,NA
"Afghanistan",2005,17.415,17.415,1.0149,13.01545428,3.258909725,0.125693578,NA,0.155005578,9.639848994,6.618566854,0,NA,NA,NA,NA,NA,0.015948153,24860855,28483.5156,6275.076016,NA
"Afghanistan",2008,21.468,21.468,3.9205,13.95683864,3.405552424,0.185154947,NA,0.203474947,10.13700779,7.208134552,0,NA,NA,NA,NA,NA,0.017248723,27032197,35431.55962,7805.76854,NA
"Afghanistan",2011,25.314,25.314,6.5892,14.91880606,3.555945303,0.250074812,NA,NA,10.64904934,7.807114323,0,NA,NA,NA,NA,NA,0.018587706,29105480,49338.25443,10869.49032,NA
"Albania",1990,11.4077,11.5167,6.6237,3.59778003,1.182666216,0.003542118,8.078514606,0.388430118,2.387191352,0.553580288,0.10903,0,0.75,2.76,0.7,3.085539643,0.782974963,3446882,14636.55463,5620.43232,2672.799
"Albania",1991,9.1946,9.3036,4.6804,3.386397278,1.124289366,0.003475966,5.89307969,0.315083966,2.42776684,0.558680114,0.10903,0,0.56,2,0.53,2.164365268,0.638714422,3459763,10305.74482,3957.402732,1871.158
"Albania",1992,7.0733,7.1849,2.8289,3.175014526,1.065912516,0.003409814,3.917644774,0.113497814,2.468342328,0.56377994,0.1116,0,0.42,1.34,0.4,1.263190893,0.494453881,3446858,9563.731192,3672.469735,1358.193
"Albania",1993,6.2834,6.3976,2.3089,2.963631774,1.007535666,0.003343662,3.102209858,0.113431662,2.508917817,0.568879765,0.11417,0,0.56,0.77,0.5,0.922016519,0.35019334,3417280,10481.84939,4025.02683,1330.865
"Albania",1994,6.0985,6.2152,2.3938,2.752249021,0.949158817,0.00327751,2.919254942,0.06573351,2.549493305,0.573979591,0.11674,0,0.63,0.69,0.63,0.690842144,0.278412798,3384367,11351.84289,4359.104057,1415.323
"Albania",1995,5.3938,5.5131,1.9589,2.540866269,0.890781967,0.003211358,2.111340026,0.113299358,2.590068793,0.579079417,0.11931,0,0.33,0.59,0.62,0.509667769,0.061672257,3357858,12861.63799,4938.864896,1329.417
"Albania",1997,4.9349,5.0589,1.4813,2.49040155,0.958822558,0.004373156,1.666831542,0.066829156,2.617158904,0.584073661,0.12401,0,0.24,0.33,0.49,0.565283996,0.041547546,3331317,12600.77825,4838.694838,1210.813
"Albania",1998,5.1733,5.3,1.7103,2.46516919,0.992842853,0.004954055,1.8995773,0.056418055,2.63070396,0.586570784,0.12672,0,0.22,0.43,0.73,0.48809211,0.03148519,3325456,14201.07709,5453.209083,1306.228
"Albania",1999,6.4536,6.5828,2.9813,2.439936831,1.026863148,0.005534954,3.162323057,0.067990954,2.644249015,0.589067906,0.12915,0.11,0.26,0.54,1.39,0.950900223,0.021422834,3317941,15635.38587,6003.9832,1746.515
"Albania",2000,6.6196,6.7517,3.1379,2.414704471,1.060883444,0.006115853,3.265068815,0.105211853,2.657794071,0.591565029,0.13207,0.12,0.32,0.52,1.45,0.963708337,0.011360479,3304948,16776.76904,6442.273974,1763.357
"Albania",2001,6.5632,7.4347,3.2,2.359771694,0.995420117,0.0079975,3.427236829,0.0191575,2.522189328,0.594605654,0.87149,0.13,0.29,0.59,1.53,1.001185926,0.016050903,3286084,17951.14287,6893.233152,1782.831
"Albania",2003,7.2756,8.166,4.1495,2.249906141,0.864493464,0.011760796,4.131572856,0.312376796,2.250979844,0.600686904,0.8904,0.14,0.37,0.57,1.9,1.266141104,0.025431752,3239385,19524.6144,7497.445717,1976.296
"Albania",2005,7.1246,8.0317,4.2355,2.140040588,0.73356681,0.015524091,4.265908883,0.272172091,1.97977036,0.606768155,0.90711,0.17,0.3,0.55,2.35,1.031096282,0.034812601,3196130,21813.77781,8376.48374,2172.426
"Albania",2007,7.1533,6.9496,4.3133,2.100346359,0.722569572,0.017057979,4.15223033,0.471561979,1.916183916,0.613341684,-0.20376,0.06,0.33,0.73,2.07,0.983639022,0.038591308,3166222,24255.83024,9314.231095,2024.608
"Albania",2009,6.7941,6.5853,4.0033,2.06065213,0.711572335,0.018591866,3.758551778,0.583015866,1.852597473,0.619915214,-0.20877,0.05,0.17,0.58,2.2,0.766181762,0.042370016,3151185,26985.60563,10362.46398,2068.44
"Albania",2011,6.6421,6.435,3.87,2.042046328,0.709250023,0.020793392,4.178089828,NA,1.815238551,0.626807972,-0.20709,0.06,0.13,0.87,2.32,0.813442078,0.044647751,3153883,28768.00488,11046.90472,2173.105
"Algeria",1990,101.7321,103.1966,69.5996,18.28979005,13.81550153,0.027188265,77.27942592,3.368883697,16.78094829,4.302829944,1.46454,2.45,23.09,7.45,15.65,6.7901002,24.29932572,26239708,265613.0865,66766.36531,22187.446
"Algeria",1992,99.3323,100.7972,68.1796,19.43647616,11.66725847,0.048950565,76.56592205,3.472895025,14.5805079,4.712930218,1.46498,2.13,24.06,8.39,16.63,7.975782394,19.51013966,27535151,267149.397,67152.54308,24117.207
"Algeria",1993,106.2182,107.6836,75.5554,20.00981921,10.59313694,0.059831716,84.28965512,3.510244688,13.4802877,4.917980355,1.46547,2.02,25.25,8.36,16.79,8.418623491,25.47103163,28157560,261539.2576,65742.33916,24109.423
"Algeria",1995,104.3708,105.8372,74.6878,21.15650532,8.444893878,0.081594016,83.96541125,3.797456016,11.27984731,5.328080629,1.46643,2.13,25.85,7.88,14.96,8.294305685,26.98110557,29315463,269034.4455,67626.38208,24089.185
"Algeria",1996,103.9504,105.4173,72.7802,23.55149769,7.471017067,0.147713619,83.93356513,3.699259619,10.36870145,5.958868183,1.46691,1.99,25.71,7.25,14.82,8.522998672,27.63056646,29845208,280064.8537,70399.06272,23477.277
"Algeria",1998,110.292,111.7598,76.1473,28.34148244,5.523263444,0.279952824,90.21150287,4.323602824,8.546409719,7.220443292,1.46787,1.75,27.74,7.22,15.31,8.860384646,31.08111823,30820435,297586.001,74803.301,24887.684
"Algeria",1999,115.5473,117.0156,79.9153,30.73647482,4.549386633,0.346072426,95.66415675,4.386622426,7.635263856,7.851230846,1.46835,1.77,29.27,8.38,16.31,9.319077633,32.38507911,31276295,307108.7576,77197.00778,26575.834
"Algeria",2000,118.0619,119.5307,80.9427,33.13146719,3.575509822,0.412192029,98.00671062,4.849018029,6.724117993,8.4820184,1.46883,1.94,29.13,8.45,16.68,9.56777062,34.17894,31719449,313865.1525,78895.34249,26997.878
"Algeria",2001,115.3976,116.8641,77.1518,34.30829718,3.389105029,0.54844686,95.20685852,4.975054985,6.604883395,8.600848169,1.46642,1.96,30.15,8.54,16.87,9.769354837,29.87750369,32150198,328342.2571,82534.40889,27072.404
"Algeria",2002,122.2284,123.6949,82.8558,35.48512718,3.202700236,0.684701691,101.5738664,5.449171941,6.485648798,8.719677938,1.46654,2.15,32.22,8.97,19.17,10.15093905,31.06292737,32572977,346729.4235,87156.33579,28773.003
"Algeria",2003,126.7923,128.259,86.2931,36.66195717,3.016295444,0.820956523,106.0121843,5.575208898,6.3664142,8.838507707,1.46667,1.87,32.48,9.34,21.55,10.94252327,31.69966106,33003442,371693.942,93431.59197,30697.521
"Algeria",2004,128.6003,130.067,86.9744,37.83878716,2.829890651,0.957211354,106.7078822,6.697853854,6.247179603,8.957337476,1.46679,2.16,31.68,9.94,21.81,11.78410749,31.49377474,33461345,387676.7815,97449.15042,30973.89
"Algeria",2005,134.3725,135.8395,91.62,39.01561715,2.643485859,1.093466185,111.4468501,7.721570811,6.127945005,9.076167245,1.46692,2.33,32.54,10.49,23.93,12.77569171,31.71115843,33960903,410549.7116,103198.6503,32334.652
"Algeria",2007,148.4112,149.8773,103.6753,40.16720988,2.671115613,1.897552804,122.7876837,10.05519785,6.276335365,9.302001384,1.46613,2.21,33.9,11.87,27.33,13.89742212,35.79026158,35097043,431725.0447,108521.4303,36792.728
"Algeria",2008,153.6724,155.1391,107.9449,40.74300624,2.684930491,2.299596113,126.6977805,11.20918737,6.350530544,9.414918453,1.46667,2.26,35.22,12.07,28.89,13.78828733,36.72949315,35725377,440359.5456,110691.8589,37424.646
"Algeria",2009,163.7519,165.2191,117.0327,41.3188026,2.698745368,2.701639422,135.3408973,12.45844088,6.424725724,9.527835523,1.46721,2.33,36.94,12.3,30.22,17.67915253,38.20174473,36383302,447845.6578,112573.6205,40823.003
"Algeria",2010,165.2449,166.7126,117.5341,41.89459897,2.712560245,3.103682731,135.800564,13.3046544,6.498920904,9.640752592,1.46775,2.43,36.59,13.1,31.41,17.09001774,37.6105463,37062820,463968.1015,116626.2708,40104.652
"Algeria",2011,171.0483,172.516,121.3781,43.35517855,2.738071307,3.576946062,140.4238789,14.25352702,6.605580567,9.755265258,1.46775,2.23,39.6,13.51,32.34,18.84791267,36.12596627,37762962,476031.2722,119658.5539,41851.997
"Angola",1990,134.4972,174.8879,6.4579,62.45220511,65.58510018,0.002045418,25.21621157,0.130285418,108.6455871,0.515156647,40.3907,1.05,0.5,1.85,1.01,1.604231117,20.25198045,10333844,43729.07332,15988.85434,5883.156
"Angola",1992,132.3708,172.7608,6.4589,61.67832719,64.23046254,0.003114385,27.78303663,0.153338385,103.8813465,0.543036607,40.39008,0.82,0.4,1.79,1.17,1.600406046,22.82263058,11002758,40223.22605,14706.99591,6057.633
"Angola",1994,130.5667,170.9555,6.7822,60.90444928,62.87582491,0.004183353,30.77356169,0.125095353,99.11710592,0.570916567,40.38885,1.33,0.42,1.68,1.53,1.666580976,25.47698072,11743432,31348.17234,11461.9708,6359.436
"Angola",1996,135.0898,175.2878,11.4655,61.29392854,62.32250381,0.007879457,37.50125107,0.143447457,96.83834604,0.596755238,40.19802,1.04,0.43,1.91,0.98,1.988733105,32.19251796,12451945,38484.52108,14071.26552,6630.11
"Angola",1997,136.3119,176.1775,11.784,62.07034675,62.44650154,0.011041078,38.60024791,0.161265078,96.94170645,0.608653928,39.86559,1.05,0.66,1.77,1.04,2.01779777,33.11245014,12791388,41524.79824,15182.8955,6820.913
"Angola",1998,137.1478,177.5595,11.7163,62.84676497,62.57049926,0.014202698,39.29206476,0.190074698,97.04506685,0.620552619,40.41176,0.67,0.61,1.6,0.83,2.146862435,34.10520232,13137542,44350.46198,16216.05542,6855.517
"Angola",2001,146.1246,185.1177,13.4909,68.61555417,63.99051755,0.027663865,46.45466697,0.302463865,98.66172475,0.70574,38.99312,1.53,1.06,2.16,1.19,2.415187243,39.62947972,14385283,49157.35787,17973.62201,7883.388
"Angola",2004,169.3235,210.8743,20.5044,81.26341247,67.50658607,0.049077643,65.12560253,0.426469643,102.891536,0.88991,41.55081,1.31,0.89,3.56,3.11,2.695773677,54.86982885,15976715,65294.58274,23873.94686,9675.667
"Angola",2006,182.745,222.1557,20.7232,93.24703443,68.71040617,0.064359886,76.46255861,0.749527886,104.3472715,1.1856505,39.41067,0.82,1.09,2.25,3.23,3.431477033,66.46108158,17122409,93229.63197,34087.96237,10006.357
"Angola",2007,193.2325,234.5285,23.403,101.0147036,68.74220344,0.072504204,86.66071617,0.768664204,104.3930699,1.420001,41.29605,1.23,1.21,2.43,3.82,3.83698491,75.36373126,17712824,114293.1017,41789.49188,10697.001
"Angola",2009,212.6722,252.3366,27.2276,116.550042,68.80579797,0.088792839,105.3223413,0.986472839,104.4846667,1.888702,39.66437,1.21,2.47,2.49,5.65,5.078000665,89.63434062,18926650,133223.9309,48711.25465,12585.724
"Angola",2011,223.3533,263.4348,28.4594,125.9059469,68.87999728,0.107982037,116.4600577,NA,104.6175181,2.167738436,40.08147,1.16,2.4,2.71,6.82,5.439276733,99.09078094,20180490,143162.0915,52344.98821,13576.207
"Antigua & Barbuda",1990,0.4425,0.4172,0.3004,0.106719847,0.035292788,0,NA,0,0.055997028,0.085175607,-0.0253,NA,NA,NA,NA,NA,0,61906,1045.008179,599.338436,98.827512
"Antigua & Barbuda",1991,0.4434,0.4181,0.2931,0.111273332,0.036025423,0.002945761,NA,0.002945761,0.056841889,0.089616866,-0.0253,NA,NA,NA,NA,NA,0,62412,1066.289134,611.5435979,NA
"Antigua & Barbuda",1992,0.4516,0.4263,0.2931,0.115826817,0.036758059,0.005891522,NA,0.005891522,0.05768675,0.094058125,-0.0253,NA,NA,NA,NA,NA,0,63434,1075.333225,616.7306112,NA
"Antigua & Barbuda",1993,0.4745,0.4492,0.3078,0.120380302,0.037490694,0.008837284,NA,0.008837284,0.058531611,0.098499385,-0.0253,NA,NA,NA,NA,NA,0,64868,1133.294784,649.9730215,NA
"Antigua & Barbuda",1994,0.4864,0.4611,0.3114,0.124933787,0.038223329,0.011783045,NA,0.011783045,0.059376473,0.102940644,-0.0253,NA,NA,NA,NA,NA,0,66550,1205.005427,691.1008762,NA
"Antigua & Barbuda",1998,0.5715,0.5462,0.3334,0.143246921,0.039732191,0.055054284,NA,0.055054284,0.061281067,0.120858045,-0.0253,NA,NA,NA,NA,NA,0,74206,1349.690766,774.0815514,NA
"Antigua & Barbuda",1999,0.6044,0.5791,0.3481,0.14783347,0.039990934,0.06849611,NA,0.06849611,0.061634312,0.125350092,-0.0253,NA,NA,NA,NA,NA,0,76041,1405.319693,805.9861384,NA
"Antigua & Barbuda",2001,0.6432,0.6285,0.3444,0.154623972,0.040679895,0.103451047,NA,0.103451047,0.06256795,0.131884433,-0.01467,NA,NA,NA,NA,NA,0,78972,1430.907138,820.6611806,NA
"Antigua & Barbuda",2002,0.6856,0.671,0.3627,0.156827924,0.041110113,0.124964159,NA,0.124964159,0.063148344,0.133926727,-0.01467,NA,NA,NA,NA,NA,0,80030,1472.332245,844.41952,NA
"Antigua & Barbuda",2003,0.7354,0.7208,0.3884,0.159031877,0.041540332,0.146477271,NA,0.146477271,0.063728738,0.135969021,-0.01467,NA,NA,NA,NA,NA,0,80904,1569.273837,900.0179579,NA
"Antigua & Barbuda",2004,0.7779,0.7632,0.4067,0.16123583,0.041970551,0.167990382,NA,0.167990382,0.064309132,0.138011315,-0.01467,NA,NA,NA,NA,NA,0,81718,1646.365999,944.2322487,135
"Antigua & Barbuda",2006,0.8488,0.8488,0.425,0.165565782,0.042877735,0.215347927,NA,0.215347927,0.065588439,0.141941163,0,NA,NA,NA,NA,NA,0,83467,1983.552518,1137.617186,143
"Antigua & Barbuda",2007,0.8956,0.8956,0.4433,0.167691782,0.0433547,0.24119236,NA,0.24119236,0.066287353,0.143828717,0,NA,NA,NA,NA,NA,0,84397,2174.539492,1247.153012,146
"Antigua & Barbuda",2008,0.9387,0.9387,0.458,0.169817781,0.043831665,0.267036794,NA,0.267036794,0.066986266,0.145716271,0,NA,NA,NA,NA,NA,0,85349,2175.188227,1247.525078,NA
"Antigua & Barbuda",2009,1.0074,1.0074,0.4983,0.171943781,0.04430863,0.292881227,NA,0.292881227,0.06768518,0.147603825,0,NA,NA,NA,NA,NA,0,86300,1907.690838,1094.108607,NA
"Antigua & Barbuda",2011,1.2977,1.2977,0.7316,0.176358609,0.045035251,0.344739335,NA,NA,0.068951008,0.151449583,0,NA,NA,NA,NA,NA,0,88152,1707.309474,979.1848621,NA
"Argentina",1992,256.0987,321.1886,113.9208,82.32971029,58.58640466,1.261791193,122.1744356,3.929855704,120.0738437,9.920609179,65.08989,1.52,37.57,15.97,31.8,23.53438561,13.30005,33520803,NA,134234.0916,49956.211
"Argentina",1993,261.6414,327.4716,117.5629,83.29365052,59.72267352,1.06222036,126.0803948,4.02916801,121.3457984,10.18603526,65.83018,1.2,34.53,16.11,35.39,26.16410074,13.88629403,33961947,NA,142163.1913,49934.367
"Argentina",1994,270.7666,337.3371,124.7874,84.25759075,60.85894239,0.862649527,133.5605739,4.146800315,122.6177531,10.45146134,66.57047,2.12,31.9,23.2,37.24,27.02381587,14.19675806,34399343,NA,150460.1205,53436.2
"Argentina",1995,272.5621,339.8729,124.6823,85.22153097,61.99521126,0.663078693,134.4202331,3.535296621,123.8897078,10.71688741,67.31076,3.29,30.67,23.34,38.28,27.623531,14.50670209,34833168,NA,146179.2147,54036.996
"Argentina",1997,292.2421,360.9374,139.5235,86.26649506,65.63353599,0.818566923,148.9939926,4.400336687,126.8125714,12.03521926,68.69524,4.36,35.87,30.62,40.5,27.76574838,14.23824425,35690778,NA,166770.032,58532.488
"Argentina",1998,297.6214,367.2161,142.4834,86.7889771,67.45269836,0.896311038,152.0482674,4.594696721,128.2740032,12.69438518,69.5947,4.29,37.01,31.53,42.42,28.00185708,13.08641033,36109342,NA,173190.9765,60078.965
"Argentina",1999,302.0324,372.2872,144.475,87.31145914,69.27186072,0.974055153,154.2203222,4.723104754,129.735435,13.3535511,70.25476,4.28,41.39,30.27,41.09,28.91796577,12.55235641,36514558,NA,167327.6704,60415.907
"Argentina",2001,294.8754,364.2876,132.6055,88.66221178,72.33485495,1.27281475,143.5654834,4.214403305,132.9442861,14.15125475,69.41216,4.14,35.7,30.97,36.49,28.1053411,12.30014225,37273361,NA,158688.4542,57835.495
"Argentina",2002,289.2867,359.4722,124.7237,89.49048238,73.57868681,1.493830232,136.6766198,3.628589822,134.6917054,14.28979247,70.18553,3.69,33.26,29.43,33.98,27.20660774,12.80001201,37627545,NA,141400.1647,55386.173
"Argentina",2003,302.5063,372.9856,135.6502,90.31875297,74.82251866,1.714845714,147.1304462,4.50837634,136.4391247,14.4283302,70.47932,3.73,37.1,32.31,34.87,29.47787438,13.37257177,37970411,NA,153895.7549,59047.312
"Argentina",2005,328.3428,399.8989,156.9005,91.97529417,77.31018238,2.156876678,167.5464289,6.147037375,139.9339632,14.70540566,71.55605,4.33,48.02,34.95,37.89,33.84040765,12.8460213,38647854,NA,183193.4185,66973.091
"Argentina",2006,339.8176,401.2711,166.8018,92.81171423,77.80894455,2.395095364,176.973537,7.064665489,140.9016993,14.86768836,61.45346,3.63,50.6,38.06,39.86,35.44711968,13.00641735,38988923,NA,198702.6882,73128.145
"Argentina",2007,348.1888,409.1962,173.5996,93.6481343,78.30770671,2.63331405,183.6431951,7.656197604,141.8694353,15.02997106,61.00739,4.21,55.84,37.96,40.55,35.85383172,13.4393634,39331357,NA,215897.1011,73672.983
"Argentina",2008,360.8917,422.9919,184.7291,94.48455437,78.80646888,2.871532736,194.9003032,7.961937719,142.8371713,15.19225376,62.10025,4.37,61.28,36.69,43.27,40.06054375,13.59975944,39676083,NA,230488.3759,77793.834
"Argentina",2009,356.0661,418.7746,178.3302,95.32097444,79.30523105,3.109751422,188.5437513,8.362941834,143.8049073,15.35453647,62.70848,4.39,61.84,34.76,38.9,39.24725579,13.79649549,40023641,NA,232448.0837,76075.126
"Argentina",2010,363.7932,426.0262,184.4838,96.1573945,79.80399321,3.347970107,194.8863494,8.617385949,144.7726433,15.51681917,62.233,5.7,62.83,33.94,44.95,39.26396782,13.90238154,40374224,NA,253742.4595,78162.085
"Argentina",2011,372.4605,434.6935,190.6464,97.20462069,81.00475201,3.604711486,200.5601807,9.43561434,146.7910629,15.6736031,62.233,6.28,67.32,35.89,46.86,36.61673446,13.87344622,40728738,NA,276248.2837,80112.354
"Armenia",1990,24.1062,24.1062,20.7013,3.22006794,0.170010127,0.014814951,22.261192,0.256079778,0.982343587,0.616542479,NA,0.59,6.05,4.57,2.93,7.041041,1.670151,3544695,13241.36092,4063.285312,7708.06
"Armenia",1991,24.8982,24.8982,21.6437,3.07066071,0.167871601,0.016013304,23.08029251,0.239667559,0.967754166,0.610485633,NA,0.66,7.73,4.87,2.87,6.059822612,1.5504699,3511912,11692.12189,3587.880992,8124.887
"Armenia",1993,8.0528,8.777,5.0989,2.771846251,0.16359455,0.01841001,6.398493536,0.11733801,0.938575324,0.598371941,0.72426,0.2,0.81,2.1,1.18,0.997385836,1.3111077,3369673,6205.991016,1904.38976,2192.534
"Armenia",1994,5.6148,6.3398,2.8113,2.622439022,0.161456025,0.019608364,4.027594048,0.070904364,0.923985903,0.592315095,0.72496,0.15,0.82,0.73,0.16,1.126167448,1.1914266,3289943,6541.114704,2007.22686,1378.554
"Armenia",1995,6.1867,6.9124,3.5336,2.473031792,0.1593175,0.020806717,4.54669456,0.134390717,0.909396483,0.586258249,0.72565,0.1,1.38,0.57,0.11,1.41494906,1.0717455,3223173,6992.451514,2145.725481,1644.619
"Armenia",1997,5.7005,6.4275,3.3266,2.177753654,0.157178024,0.039000645,4.055239408,0.185560645,0.88382732,0.57586495,0.72704,0.06,1.79,0.89,0.06,0.482856108,0.8323833,3137652,7648.432625,2347.021891,1861.837
"Armenia",1998,5.6945,6.4223,3.4602,2.030114584,0.156108286,0.048097609,4.054511832,0.198321609,0.871042738,0.5706683,0.72774,0.06,1.78,1.01,0.07,0.481809632,0.7127022,3112958,8206.768207,2518.354489,1896.287
"Armenia",1999,5.1976,5.926,3.1029,1.882475515,0.155038548,0.057194573,3.563784256,0.200090573,0.858258157,0.56547165,0.72844,0.06,1.45,1.06,0.07,0.390763156,0.5930211,3093820,8477.591558,2601.460187,1833.462
"Armenia",2000,5.465,6.1941,3.5099,1.734836445,0.15396881,0.066291536,3.87305668,0.176211536,0.845473575,0.560275,0.72913,0.19,1.59,0.72,0.56,0.52971668,0.47334,3076098,8977.76946,2754.946338,2014.6
"Armenia",2001,5.6333,6.3665,3.5902,1.777218484,0.175373836,0.0904994,3.94378018,0.2407234,0.897250141,0.551562,0.73314,0.18,1.53,0.8,0.56,0.56118668,0.4925935,3059960,9835.742701,3018.226683,2005.745
"Armenia",2003,5.6596,6.3929,3.4405,1.861982563,0.21818389,0.138915126,3.79522718,0.329443126,1.000803272,0.534136,0.73333,0.08,0.87,0.98,0.58,0.83412668,0.5311005,3036032,12695.83475,3895.883451,1981.217
"Armenia",2004,6.0162,6.7497,3.7092,1.904364602,0.239588916,0.163122989,4.02595068,0.412274989,1.052579838,0.525423,0.73343,0.12,0.76,1.11,0.6,1.00559668,0.550354,3025652,14024.81466,4303.698369,2094.755
"Armenia",2006,6.9361,7.6614,4.4514,2.009305552,0.264049146,0.211278953,4.747743969,0.522718953,1.121018767,0.554591961,0.72531,0.12,0.9,1.45,0.66,1.157779969,0.579964,3002911,18077.10419,5547.196574,2558.59
"Armenia",2008,8.3085,9.0345,5.6447,2.134423373,0.270159551,0.259175153,5.879883548,0.643895153,1.154343492,0.630355883,0.726,0.17,1.03,1.36,1.25,1.639206548,0.600677,2977488,21981.37851,6745.274371,3004.093
"Armenia",2009,7.2478,7.9742,4.4945,2.196982283,0.273214753,0.283123253,4.880953337,0.517619253,1.171005855,0.668237844,0.72635,0.09,0.64,0.97,1.13,1.529919837,0.6110335,2968154,18871.01595,5790.818814,2610.018
"Armenia",2010,7.1247,7.8514,4.2818,2.259541194,0.276269956,0.307071353,4.682023126,0.548895353,1.187668218,0.706119805,0.72669,0.13,0.63,0.53,1.25,1.650633126,0.62139,2963496,19286.1783,5918.216827,2483.124
"Armenia",2011,7.5454,8.2721,4.66,2.275405888,0.276778147,0.3331837,5.328178452,NA,1.187069557,0.706936027,0.72669,0.13,0.94,0.61,1.29,1.851253702,0.63692475,2964120,20192.62868,6196.373018,2715.897
"Australia",1990,426.0611,437.6045,263.9698,123.3061871,33.49460173,5.290499687,289.2014499,9.940670918,109.1139588,17.79498694,11.54347,6.43,140.66,45.98,61.39,15.93049453,25.24095533,17065100,483545.3264,425869.6997,86226.02
"Australia",1991,424.5663,436.1138,264.8929,121.6785789,33.06861979,4.926161455,290.6687908,9.177025945,107.138183,17.5922743,11.54748,6.4,143.24,46.12,59.97,16.10659806,25.23219278,17284000,481848.495,424375.8413,85155.422
"Australia",1992,425.3874,436.9428,268.1319,120.0509706,32.64263784,4.561823223,294.3001118,8.545284971,105.1624073,17.38956166,11.55548,6.78,145.4,45.73,61.45,16.65270159,25.06741023,17495000,483911.9584,426193.1844,86731.877
"Australia",1993,427.034,438.5975,272.1965,118.4233624,32.21665589,4.197484991,298.3649528,8.305591997,103.1866315,17.18684902,11.56349,7.34,146.81,46.86,62.54,17.15880513,24.99614767,17667000,503804.7255,443713.2345,91174.201
"Australia",1994,431.0762,442.6477,278.6566,116.7957542,31.79067395,3.833146759,304.3609938,8.520235024,101.2108558,16.98413638,11.5715,7.73,149.53,48.67,64.17,17.14490866,24.84608512,17855000,524201.1153,461676.8375,91261.344
"Australia",1995,438.9746,450.5541,288.9729,115.168146,31.364692,3.468808527,314.7214748,8.23657405,99.23508001,16.78142374,11.57951,8.54,155.62,49.51,66.85,17.93101219,24.81046257,18072000,545115.0254,480096.2335,92558.819
"Australia",1996,454.2262,465.7814,299.3078,117.0001059,34.1871734,3.731064285,325.7136654,8.448536996,103.6747251,16.38925605,11.55522,9.03,162.79,49.75,69.31,18.38875915,25.47490626,18311000,566884.6309,499269.2614,98946.369
"Australia",1998,491.6812,503.1812,326.9295,120.6640255,39.8321362,4.255575803,354.0902267,9.422062888,112.5540153,15.60492068,11.49995,9.41,186.3,51.73,70.66,19.11425306,26.28597365,18711000,615643.3853,542212.2977,103935.11
